Date,City,State,AQI,PM2_5,PM10,NO2,SO2,CO,O3,Temperature_C,Humidity_%,Wind_kmph,Rainfall_mm,Traffic_Index,Industrial_Index,Population_Density,Season,AQI_Category,Health_Advisory
2024-07-23,Kolkata,West Bengal,366,63.2,159.7,18.3,73.0,1.12,106.5,25.8,50,5.9,109.8,46,43,9746,Monsoon,Very Poor,Stay indoors
2023-08-23,Hyderabad,Telangana,428,46.2,40.9,98.3,15.1,0.3,114.8,13.2,28,27.7,103.1,23,100,14954,Summer,Severe,Stay indoors
2023-09-03,Lucknow,Uttar Pradesh,37,87.7,196.2,22.6,29.8,3.22,138.0,13.6,52,4.5,17.9,43,81,4151,Autumn,Good,Normal
2025-04-16,Delhi,Delhi,109,43.3,233.0,55.0,11.6,0.95,161.9,40.4,27,4.1,63.3,46,32,8438,Monsoon,Moderate,Sensitive groups caution
2024-05-30,Ahmedabad,Gujarat,354,112.5,194.9,17.3,49.4,1.76,95.8,27.7,59,25.1,19.8,31,92,14510,Monsoon,Very Poor,Stay indoors
2023-12-02,Chandigarh,Chandigarh,382,183.7,224.9,49.6,22.8,1.25,158.1,34.0,38,21.5,8.9,69,21,16853,Summer,Very Poor,Stay indoors
2025-05-04,Pune,Maharashtra,230,68.5,331.8,36.9,20.4,1.82,86.8,27.8,27,28.2,81.0,43,61,26300,Monsoon,Poor,Limit outdoor activity
2025-06-26,Patna,Bihar,34,83.9,193.3,81.7,9.8,2.07,120.0,36.3,48,16.3,79.9,35,98,8150,Winter,Good,Normal
2023-04-29,Jaipur,Rajasthan,32,235.5,321.0,39.3,18.8,2.19,16.1,19.0,38,27.4,68.6,85,90,24425,Winter,Good,Normal
2024-07-07,Chandigarh,Chandigarh,182,210.0,288.2,78.1,25.3,1.1,108.5,42.2,85,20.5,55.2,76,73,1516,Autumn,Moderate,Sensitive groups caution
2024-02-24,Jaipur,Rajasthan,174,196.1,213.0,60.1,2.2,0.22,48.8,17.8,43,4.3,81.0,98,89,19857,Winter,Moderate,Sensitive groups caution
2025-02-03,Chandigarh,Chandigarh,110,182.6,33.2,115.8,31.5,0.93,119.9,35.4,77,11.8,92.9,93,78,21781,Summer,Moderate,Sensitive groups caution
2024-03-11,Chandigarh,Chandigarh,120,239.6,330.5,100.0,25.6,3.49,34.4,42.7,42,23.1,80.9,64,30,15397,Winter,Moderate,Sensitive groups caution
2024-10-20,Bengaluru,Karnataka,265,124.2,213.6,75.9,19.8,3.32,174.7,12.2,48,17.8,52.6,90,20,29826,Autumn,Poor,Limit outdoor activity
2025-12-18,Pune,Maharashtra,430,120.0,111.0,107.8,59.2,2.58,113.5,32.0,75,4.5,21.2,57,14,26518,Winter,Severe,Stay indoors
2024-12-28,Ahmedabad,Gujarat,35,192.1,325.5,63.9,61.1,0.29,141.6,31.0,71,5.1,110.6,40,87,5182,Autumn,Good,Normal
2025-03-29,Hyderabad,Telangana,394,77.2,94.3,101.5,62.2,2.28,148.6,31.4,76,25.4,25.2,48,65,18134,Summer,Very Poor,Stay indoors
2025-02-02,Chennai,Tamil Nadu,364,110.0,214.5,85.9,58.0,0.97,103.5,11.4,53,2.5,93.2,56,42,5656,Winter,Very Poor,Stay indoors
2025-08-15,Chandigarh,Chandigarh,212,147.4,164.9,111.6,42.4,1.97,135.1,28.8,36,3.6,65.3,32,26,5997,Summer,Poor,Limit outdoor activity
2024-12-21,Bengaluru,Karnataka,255,145.0,282.6,50.2,43.5,0.42,155.5,10.9,51,15.4,66.0,31,18,21990,Winter,Poor,Limit outdoor activity
2023-07-05,Ahmedabad,Gujarat,225,197.8,80.2,11.1,30.1,2.11,123.8,10.9,37,9.7,71.2,55,61,21506,Winter,Poor,Limit outdoor activity
2025-08-11,Delhi,Delhi,79,77.2,57.6,108.7,78.3,0.91,145.4,14.7,58,23.6,106.7,63,99,3928,Monsoon,Satisfactory,Normal
2025-10-07,Chandigarh,Chandigarh,313,31.6,139.9,106.5,13.2,2.29,81.0,38.8,56,22.8,17.0,32,63,10615,Monsoon,Very Poor,Stay indoors
2023-06-01,Pune,Maharashtra,326,64.0,80.8,72.7,45.9,1.37,124.5,17.7,35,11.2,62.8,45,27,2352,Monsoon,Very Poor,Stay indoors
2025-08-10,Chandigarh,Chandigarh,377,76.4,249.9,106.9,60.6,0.22,100.2,15.7,84,10.4,68.4,59,77,13652,Autumn,Very Poor,Stay indoors
2023-06-09,Bengaluru,Karnataka,139,190.8,91.9,10.3,5.0,3.49,178.2,10.2,73,3.2,67.0,52,24,8507,Monsoon,Moderate,Sensitive groups caution
2024-12-31,Bengaluru,Karnataka,309,131.1,43.2,45.5,74.8,1.04,111.2,40.8,82,25.1,79.2,89,34,11413,Monsoon,Very Poor,Stay indoors
2023-01-29,Jaipur,Rajasthan,63,55.4,62.7,29.4,74.9,2.0,31.0,16.5,43,29.5,38.5,73,44,27935,Monsoon,Satisfactory,Normal
2025-08-01,Chennai,Tamil Nadu,158,56.7,161.5,38.0,14.6,1.99,135.8,24.5,45,25.4,0.7,83,28,24146,Monsoon,Moderate,Sensitive groups caution
2024-03-06,Lucknow,Uttar Pradesh,71,161.7,77.1,106.9,42.3,1.0,103.2,10.3,75,1.4,21.6,56,19,5959,Autumn,Satisfactory,Normal
2024-09-22,Hyderabad,Telangana,284,126.4,278.6,83.6,64.2,0.3,15.0,19.4,82,20.4,68.0,47,37,25327,Autumn,Poor,Limit outdoor activity
2025-08-03,Lucknow,Uttar Pradesh,320,98.8,97.4,85.6,62.0,2.43,145.6,11.1,48,24.2,68.4,90,47,619,Winter,Very Poor,Stay indoors
2024-09-28,Jaipur,Rajasthan,105,168.1,306.4,84.0,14.6,3.07,40.8,12.5,50,17.5,69.4,55,88,27410,Monsoon,Moderate,Sensitive groups caution
2025-07-15,Patna,Bihar,90,241.5,142.6,30.7,10.9,2.98,72.4,43.6,26,20.2,40.9,75,44,2768,Autumn,Satisfactory,Normal
2023-01-12,Jaipur,Rajasthan,264,213.0,84.5,111.4,65.7,1.2,106.6,14.5,73,13.7,96.0,20,16,26177,Monsoon,Poor,Limit outdoor activity
2023-06-14,Bengaluru,Karnataka,391,54.3,52.8,15.8,56.1,2.66,121.8,11.1,67,13.3,85.7,71,11,2663,Summer,Very Poor,Stay indoors
2023-12-31,Kolkata,West Bengal,153,48.8,27.8,65.3,74.8,0.56,126.6,31.6,43,1.6,43.8,88,33,26392,Monsoon,Moderate,Sensitive groups caution
2024-11-18,Jaipur,Rajasthan,432,221.2,336.1,104.2,41.4,0.32,100.6,29.0,68,28.5,116.6,77,54,14753,Autumn,Severe,Stay indoors
2023-04-02,Chennai,Tamil Nadu,211,180.3,270.6,17.1,17.4,0.27,29.9,31.3,90,1.2,110.5,100,15,9654,Summer,Poor,Limit outdoor activity
2025-02-28,Ahmedabad,Gujarat,418,188.4,163.2,45.2,45.2,0.82,58.5,34.5,43,6.9,86.7,49,72,26422,Summer,Severe,Stay indoors
2023-11-13,Bengaluru,Karnataka,404,215.7,30.7,32.4,34.4,2.53,156.6,21.8,22,26.5,51.8,32,22,11797,Monsoon,Severe,Stay indoors
2025-08-26,Kolkata,West Bengal,106,92.0,106.4,78.6,45.4,1.85,13.3,14.5,68,16.9,53.0,43,22,4854,Summer,Moderate,Sensitive groups caution
2024-01-23,Pune,Maharashtra,305,39.9,150.4,22.3,48.1,0.25,36.1,25.3,67,2.6,16.5,58,85,1809,Winter,Very Poor,Stay indoors
2023-03-30,Mumbai,Maharashtra,85,167.3,81.6,106.8,72.8,2.88,41.6,21.2,20,12.8,101.9,79,49,20826,Winter,Satisfactory,Normal
2024-11-18,Jaipur,Rajasthan,107,101.1,35.0,66.0,69.9,0.33,37.5,18.0,45,25.9,94.7,75,67,7983,Monsoon,Moderate,Sensitive groups caution
2025-05-18,Patna,Bihar,87,51.8,319.4,17.4,25.6,0.96,14.1,31.9,28,15.4,56.1,70,42,1275,Winter,Satisfactory,Normal
2024-11-24,Chennai,Tamil Nadu,409,227.2,212.5,58.1,46.5,3.17,85.3,33.3,27,2.7,110.7,23,71,1820,Monsoon,Severe,Stay indoors
2025-12-23,Kolkata,West Bengal,82,223.7,152.6,8.1,3.5,0.99,177.8,33.4,45,10.7,29.0,91,41,23557,Winter,Satisfactory,Normal
2025-07-05,Jaipur,Rajasthan,443,184.2,195.7,62.5,64.5,2.09,83.6,28.8,22,27.3,39.3,62,69,5835,Monsoon,Severe,Stay indoors
2023-12-09,Pune,Maharashtra,314,236.3,75.9,110.6,56.8,2.33,28.3,11.4,90,6.8,92.7,47,100,9414,Winter,Very Poor,Stay indoors
2023-07-15,Patna,Bihar,172,49.5,75.6,105.8,17.8,0.26,74.2,29.6,63,5.4,10.7,35,64,4651,Monsoon,Moderate,Sensitive groups caution
2024-03-25,Ahmedabad,Gujarat,129,13.1,120.2,48.9,27.0,1.99,36.7,35.5,72,12.9,25.4,66,32,25563,Autumn,Moderate,Sensitive groups caution
2023-09-23,Hyderabad,Telangana,49,18.3,115.9,101.6,46.1,0.47,149.5,38.7,21,29.8,85.6,35,90,876,Monsoon,Good,Normal
2025-08-24,Chandigarh,Chandigarh,323,142.4,153.4,37.4,34.5,1.85,122.4,32.9,22,29.7,81.4,42,83,1772,Monsoon,Very Poor,Stay indoors
2025-01-19,Mumbai,Maharashtra,442,83.5,336.9,110.4,48.4,1.73,164.0,12.5,30,20.1,36.8,99,18,13942,Autumn,Severe,Stay indoors
2025-01-27,Pune,Maharashtra,45,24.5,219.6,32.5,74.7,1.2,160.0,11.7,30,1.9,33.6,35,97,12916,Winter,Good,Normal
2023-10-25,Ahmedabad,Gujarat,211,83.0,249.9,34.4,2.2,0.27,105.0,19.3,21,19.8,67.0,27,85,17863,Summer,Poor,Limit outdoor activity
2024-07-23,Pune,Maharashtra,245,157.8,162.1,38.3,17.5,0.38,107.0,37.6,47,1.8,110.5,73,38,23166,Winter,Poor,Limit outdoor activity
2023-11-20,Hyderabad,Telangana,311,175.9,95.2,68.7,45.6,0.3,135.3,36.3,61,8.6,82.2,82,40,26330,Monsoon,Very Poor,Stay indoors
2023-11-13,Bengaluru,Karnataka,400,82.9,195.1,60.0,11.7,0.29,140.7,41.6,53,23.1,37.6,93,45,677,Summer,Very Poor,Stay indoors
2023-04-28,Chennai,Tamil Nadu,267,13.0,137.6,28.8,47.2,2.98,170.9,19.0,32,3.0,55.7,100,47,23672,Monsoon,Poor,Limit outdoor activity
2023-12-18,Pune,Maharashtra,444,177.3,56.8,107.2,25.8,2.91,159.3,25.9,91,25.2,43.0,95,57,25444,Autumn,Severe,Stay indoors
2025-08-25,Patna,Bihar,269,64.0,328.3,97.0,35.2,1.18,152.0,13.3,68,9.8,24.1,54,69,18644,Monsoon,Poor,Limit outdoor activity
2023-08-31,Lucknow,Uttar Pradesh,373,245.1,41.1,92.8,32.4,0.45,104.3,44.8,95,20.6,41.7,66,78,9122,Autumn,Very Poor,Stay indoors
2023-04-30,Jaipur,Rajasthan,170,105.2,122.0,35.5,26.2,1.33,141.4,33.2,95,18.9,81.4,73,25,2240,Monsoon,Moderate,Sensitive groups caution
2023-01-05,Mumbai,Maharashtra,71,22.9,112.4,89.6,63.2,2.79,120.3,10.1,66,1.0,45.3,78,17,3473,Winter,Satisfactory,Normal
2024-01-04,Delhi,Delhi,341,230.1,48.8,34.1,14.6,2.1,121.8,29.7,64,1.3,71.1,28,42,5193,Summer,Very Poor,Stay indoors
2023-09-10,Kolkata,West Bengal,274,11.6,192.2,28.9,14.6,1.68,23.6,29.9,85,10.8,81.2,22,55,10654,Autumn,Poor,Limit outdoor activity
2024-11-25,Ahmedabad,Gujarat,104,160.1,108.9,114.6,6.0,1.83,12.7,27.0,94,2.0,91.4,99,69,28131,Winter,Moderate,Sensitive groups caution
2023-05-09,Pune,Maharashtra,306,36.0,339.3,99.2,26.8,1.01,109.4,36.9,79,21.4,84.8,78,67,17560,Winter,Very Poor,Stay indoors
2023-04-23,Jaipur,Rajasthan,79,212.7,59.4,25.9,21.0,1.99,146.3,29.9,81,4.7,119.1,39,75,26437,Summer,Satisfactory,Normal
2025-10-10,Bengaluru,Karnataka,184,142.0,252.1,79.5,51.1,1.73,67.4,13.6,20,7.2,9.4,27,72,9895,Autumn,Moderate,Sensitive groups caution
2024-06-10,Kolkata,West Bengal,61,24.8,226.2,6.7,5.7,2.6,54.7,41.7,75,5.1,90.0,79,48,2294,Monsoon,Satisfactory,Normal
2023-02-24,Patna,Bihar,92,86.8,30.6,55.9,39.3,3.48,49.0,14.1,50,12.4,75.6,23,61,17433,Monsoon,Satisfactory,Normal
2023-11-12,Kolkata,West Bengal,254,29.9,165.8,108.2,71.4,1.74,18.3,37.3,71,16.9,93.4,35,67,25237,Monsoon,Poor,Limit outdoor activity
2025-07-16,Delhi,Delhi,44,50.7,268.2,73.9,13.6,2.12,168.3,11.0,72,29.4,11.6,95,28,2220,Summer,Good,Normal
2023-03-18,Mumbai,Maharashtra,148,135.0,238.2,102.2,35.8,2.63,150.4,15.4,72,23.5,112.6,37,12,14046,Monsoon,Moderate,Sensitive groups caution
2023-06-21,Lucknow,Uttar Pradesh,99,63.6,241.9,40.4,32.1,0.7,136.7,26.4,79,14.2,72.2,80,82,20390,Winter,Satisfactory,Normal
2025-04-17,Chandigarh,Chandigarh,135,195.0,270.3,18.7,20.4,1.39,64.9,38.8,88,6.6,73.8,48,29,19269,Summer,Moderate,Sensitive groups caution
2023-09-03,Hyderabad,Telangana,63,214.0,332.6,6.4,52.7,1.93,52.3,19.3,66,17.1,58.0,36,19,19641,Summer,Satisfactory,Normal
2023-10-04,Lucknow,Uttar Pradesh,279,204.6,148.1,118.1,3.6,0.73,170.7,12.7,85,16.5,5.8,64,35,24229,Autumn,Poor,Limit outdoor activity
2024-12-03,Lucknow,Uttar Pradesh,176,52.3,162.5,34.4,44.9,0.84,164.2,24.0,50,14.9,64.6,76,74,4816,Summer,Moderate,Sensitive groups caution
2024-08-24,Patna,Bihar,241,91.0,101.8,112.9,34.0,1.85,126.8,44.7,53,16.5,83.7,96,24,8930,Autumn,Poor,Limit outdoor activity
2024-11-14,Bengaluru,Karnataka,82,143.1,237.4,85.2,16.6,1.03,112.9,21.1,37,1.1,23.7,99,29,13494,Winter,Satisfactory,Normal
2023-05-28,Chandigarh,Chandigarh,61,222.0,334.7,74.3,71.3,0.29,150.2,14.2,24,27.0,47.3,90,70,12065,Winter,Satisfactory,Normal
2023-08-22,Delhi,Delhi,410,29.8,265.1,25.3,19.9,1.08,82.6,42.6,51,26.7,75.3,94,82,29155,Monsoon,Severe,Stay indoors
2024-05-15,Lucknow,Uttar Pradesh,233,95.8,268.2,13.7,75.8,0.89,47.4,34.3,55,13.0,6.7,35,38,7348,Autumn,Poor,Limit outdoor activity
2024-06-01,Chandigarh,Chandigarh,270,17.2,271.1,77.7,67.6,2.68,76.9,16.8,38,9.1,97.3,34,74,11553,Winter,Poor,Limit outdoor activity
2024-05-07,Mumbai,Maharashtra,384,217.1,347.5,54.8,5.8,0.79,85.6,16.3,49,1.9,32.4,84,89,8984,Monsoon,Very Poor,Stay indoors
2024-01-05,Hyderabad,Telangana,416,189.1,173.7,100.4,60.0,0.86,88.6,15.0,26,6.4,55.0,37,39,25975,Winter,Severe,Stay indoors
2025-03-08,Pune,Maharashtra,73,76.5,336.4,90.9,24.7,0.85,148.6,32.7,36,2.2,61.5,59,89,13419,Winter,Satisfactory,Normal
2023-12-21,Bengaluru,Karnataka,240,13.0,58.9,26.8,42.1,3.41,20.3,27.9,20,17.2,84.3,73,48,2896,Summer,Poor,Limit outdoor activity
2024-08-09,Pune,Maharashtra,206,10.4,128.5,35.2,6.6,0.29,38.6,13.9,27,10.9,12.2,36,30,9861,Summer,Poor,Limit outdoor activity
2025-07-27,Chandigarh,Chandigarh,332,237.6,311.2,107.6,15.8,2.2,120.3,44.8,74,21.3,68.8,58,85,1782,Autumn,Very Poor,Stay indoors
2025-12-28,Bengaluru,Karnataka,429,241.9,27.5,54.8,3.9,2.85,155.2,44.9,60,21.5,22.5,85,13,24676,Winter,Severe,Stay indoors
2025-08-20,Hyderabad,Telangana,251,113.4,280.2,8.0,38.5,1.51,159.4,38.9,81,14.4,98.4,43,32,3049,Monsoon,Poor,Limit outdoor activity
2025-03-16,Chandigarh,Chandigarh,49,170.6,336.2,69.4,76.5,2.54,34.3,11.3,35,21.8,16.9,69,60,18243,Winter,Good,Normal
2025-02-28,Pune,Maharashtra,425,68.0,238.6,107.1,13.1,0.64,131.5,38.2,68,22.9,114.2,42,91,2170,Monsoon,Severe,Stay indoors
2023-10-01,Delhi,Delhi,109,216.4,91.7,79.1,34.3,1.29,147.6,43.7,54,28.8,106.8,52,81,2703,Monsoon,Moderate,Sensitive groups caution
2023-07-25,Chennai,Tamil Nadu,236,21.1,191.3,82.4,44.1,2.42,27.3,25.0,43,23.2,109.9,84,51,28568,Summer,Poor,Limit outdoor activity
2024-10-20,Delhi,Delhi,91,171.8,168.0,96.8,73.0,0.74,161.9,13.5,29,9.6,55.3,84,62,4278,Summer,Satisfactory,Normal
2023-07-12,Bengaluru,Karnataka,318,70.1,140.8,6.4,23.6,2.44,109.3,38.6,31,14.8,79.0,59,32,13440,Monsoon,Very Poor,Stay indoors
2025-10-22,Kolkata,West Bengal,400,124.5,47.0,18.9,9.7,3.01,134.4,10.4,26,9.9,21.0,49,52,21539,Autumn,Very Poor,Stay indoors
2023-02-26,Mumbai,Maharashtra,190,32.4,250.9,54.7,57.2,3.18,31.3,20.6,40,21.1,11.5,91,88,14046,Winter,Moderate,Sensitive groups caution
2023-07-12,Mumbai,Maharashtra,249,236.7,318.0,75.4,30.4,0.29,103.4,36.3,93,25.3,94.6,32,74,27215,Winter,Poor,Limit outdoor activity
2025-02-05,Lucknow,Uttar Pradesh,105,20.4,307.4,115.6,40.0,1.52,16.8,31.0,33,9.2,8.8,82,90,10755,Winter,Moderate,Sensitive groups caution
2023-12-22,Jaipur,Rajasthan,226,249.3,47.0,60.6,38.2,1.76,39.5,19.2,46,20.8,73.5,29,23,15153,Summer,Poor,Limit outdoor activity
2024-12-12,Hyderabad,Telangana,345,175.7,252.7,14.0,20.4,3.25,53.2,13.9,94,8.2,24.9,78,11,21311,Autumn,Very Poor,Stay indoors
2025-10-22,Hyderabad,Telangana,187,94.5,68.1,31.7,41.5,2.4,70.1,42.8,83,24.0,60.7,26,55,988,Autumn,Moderate,Sensitive groups caution
2023-06-27,Mumbai,Maharashtra,220,95.7,115.7,20.5,16.2,1.49,138.2,27.2,31,25.8,36.0,69,12,7643,Autumn,Poor,Limit outdoor activity
2023-09-21,Bengaluru,Karnataka,265,196.7,90.3,99.9,52.8,0.6,65.7,34.1,60,20.4,11.6,68,23,21153,Winter,Poor,Limit outdoor activity
2024-01-27,Patna,Bihar,34,22.2,50.9,25.8,4.4,3.22,74.3,26.3,54,14.4,15.9,41,18,8536,Winter,Good,Normal
2024-10-26,Mumbai,Maharashtra,59,123.7,166.9,14.3,75.8,1.76,52.1,29.4,47,28.7,97.0,66,81,18595,Winter,Satisfactory,Normal
2024-06-27,Lucknow,Uttar Pradesh,187,128.2,41.8,116.2,12.5,3.22,28.5,35.4,32,10.4,109.8,45,22,6164,Autumn,Moderate,Sensitive groups caution
2023-07-19,Mumbai,Maharashtra,218,165.3,138.7,116.4,8.5,2.62,168.2,33.0,88,7.3,43.6,91,19,10416,Autumn,Poor,Limit outdoor activity
2024-06-14,Kolkata,West Bengal,191,236.0,158.9,78.2,50.7,0.72,118.2,16.5,74,27.3,28.3,49,21,9661,Summer,Moderate,Sensitive groups caution
2025-10-19,Bengaluru,Karnataka,222,216.7,326.5,34.7,9.0,2.54,86.3,16.8,80,24.9,41.7,32,56,18927,Monsoon,Poor,Limit outdoor activity
2025-02-06,Patna,Bihar,86,99.7,115.4,116.8,64.8,2.84,44.0,41.9,63,20.8,83.9,46,10,26733,Summer,Satisfactory,Normal
2024-09-09,Hyderabad,Telangana,360,25.5,281.4,112.2,79.6,0.52,38.8,18.6,36,29.2,29.2,65,79,5856,Summer,Very Poor,Stay indoors
2023-04-25,Delhi,Delhi,280,197.9,266.0,39.5,19.9,2.23,175.6,19.4,61,6.2,18.8,98,72,27108,Winter,Poor,Limit outdoor activity
2024-01-21,Lucknow,Uttar Pradesh,266,172.5,49.0,111.7,10.8,1.01,125.7,22.0,62,12.7,66.5,89,35,24770,Autumn,Poor,Limit outdoor activity
2023-06-14,Kolkata,West Bengal,450,28.9,339.8,20.6,7.2,2.72,100.9,20.5,89,22.6,70.6,73,16,12823,Summer,Severe,Stay indoors
2024-02-27,Jaipur,Rajasthan,253,211.7,41.0,74.1,6.8,1.94,71.8,32.0,59,5.9,37.3,64,33,22004,Autumn,Poor,Limit outdoor activity
2025-05-26,Bengaluru,Karnataka,438,195.0,106.5,57.2,34.3,1.29,118.2,25.6,34,15.6,67.1,92,84,21375,Winter,Severe,Stay indoors
2023-12-17,Mumbai,Maharashtra,290,246.1,251.3,74.9,58.5,0.35,31.0,28.0,84,27.7,44.1,59,29,8306,Summer,Poor,Limit outdoor activity
2024-07-13,Kolkata,West Bengal,158,222.9,289.5,5.4,71.1,3.12,26.9,25.5,52,11.0,8.6,97,100,19527,Autumn,Moderate,Sensitive groups caution
2025-07-31,Ahmedabad,Gujarat,289,216.1,220.0,99.6,22.2,2.34,67.0,13.4,41,29.3,21.0,98,56,10715,Autumn,Poor,Limit outdoor activity
2024-07-19,Chennai,Tamil Nadu,94,165.5,275.2,72.9,40.1,1.32,81.6,35.1,29,23.4,49.9,70,53,15090,Monsoon,Satisfactory,Normal
2023-02-13,Lucknow,Uttar Pradesh,77,205.2,288.0,34.8,38.4,0.41,165.9,36.2,38,11.4,37.4,97,53,11312,Summer,Satisfactory,Normal
2024-08-01,Kolkata,West Bengal,258,14.8,63.0,107.1,4.7,0.96,68.0,31.2,27,29.5,33.6,86,81,6656,Winter,Poor,Limit outdoor activity
2025-07-09,Pune,Maharashtra,373,158.6,25.8,92.2,73.5,1.45,162.4,39.9,88,6.8,24.3,27,87,7032,Monsoon,Very Poor,Stay indoors
2025-12-07,Pune,Maharashtra,125,174.4,167.7,67.3,73.6,1.25,61.6,39.2,56,21.5,42.0,57,54,3061,Winter,Moderate,Sensitive groups caution
2024-05-24,Jaipur,Rajasthan,188,227.1,307.6,13.2,8.4,1.56,61.4,25.7,53,20.4,36.1,72,71,27746,Summer,Moderate,Sensitive groups caution
2023-02-14,Jaipur,Rajasthan,42,193.4,325.8,5.1,5.1,1.56,136.6,41.8,66,5.1,105.0,33,62,2255,Summer,Good,Normal
2025-07-21,Bengaluru,Karnataka,299,218.1,24.2,83.9,53.9,2.91,17.5,30.2,60,9.6,89.5,82,32,29324,Summer,Poor,Limit outdoor activity
2023-10-12,Hyderabad,Telangana,239,32.1,119.6,92.5,77.6,1.55,72.3,44.1,26,5.7,62.3,97,61,3077,Autumn,Poor,Limit outdoor activity
2025-09-06,Patna,Bihar,146,58.1,246.6,28.9,35.5,2.41,175.0,20.8,87,15.4,76.1,81,98,626,Summer,Moderate,Sensitive groups caution
2023-03-12,Hyderabad,Telangana,240,154.8,326.2,69.7,48.1,1.29,157.2,30.6,29,8.1,81.1,59,93,16462,Summer,Poor,Limit outdoor activity
2024-07-23,Chandigarh,Chandigarh,178,178.5,263.4,65.9,51.4,2.34,24.0,36.7,45,18.1,30.2,86,46,2306,Monsoon,Moderate,Sensitive groups caution
2024-11-22,Patna,Bihar,345,194.3,47.7,82.6,63.9,1.75,137.4,22.7,57,25.9,23.6,44,70,17121,Autumn,Very Poor,Stay indoors
2025-03-28,Chandigarh,Chandigarh,264,182.0,60.8,61.8,11.1,0.85,96.4,33.5,24,16.4,6.0,49,47,12307,Summer,Poor,Limit outdoor activity
2023-04-02,Delhi,Delhi,110,26.3,95.9,78.1,21.4,1.06,13.9,42.4,79,22.6,21.9,50,46,17748,Summer,Moderate,Sensitive groups caution
2025-06-17,Bengaluru,Karnataka,333,186.6,292.1,21.6,24.5,0.31,87.5,21.4,68,10.1,7.0,43,94,19161,Autumn,Very Poor,Stay indoors
2025-12-31,Hyderabad,Telangana,131,14.3,317.3,18.3,66.4,3.4,89.7,19.2,32,12.3,52.8,84,79,8425,Monsoon,Moderate,Sensitive groups caution
2024-07-25,Delhi,Delhi,278,68.7,58.5,33.0,21.1,1.94,61.5,20.0,87,5.1,59.8,20,83,28590,Autumn,Poor,Limit outdoor activity
2023-05-28,Kolkata,West Bengal,388,194.0,119.2,107.8,76.0,2.52,46.5,24.6,44,15.6,103.5,88,68,18452,Winter,Very Poor,Stay indoors
2025-01-04,Chennai,Tamil Nadu,409,129.6,95.4,38.5,19.6,0.24,168.5,33.7,24,18.1,103.6,29,35,18135,Monsoon,Severe,Stay indoors
2025-01-04,Patna,Bihar,268,60.6,112.0,108.9,10.6,2.91,101.1,14.3,69,6.5,28.5,77,64,12086,Summer,Poor,Limit outdoor activity
2023-11-16,Ahmedabad,Gujarat,177,129.1,305.8,16.7,53.4,2.29,145.0,39.7,89,2.2,33.4,31,92,20838,Autumn,Moderate,Sensitive groups caution
2024-11-18,Mumbai,Maharashtra,86,203.6,221.5,8.7,40.9,0.31,56.7,20.0,76,20.7,27.5,61,85,18510,Monsoon,Satisfactory,Normal
2023-03-21,Kolkata,West Bengal,309,93.3,214.3,77.9,35.2,1.8,158.5,40.5,31,13.2,77.0,57,97,10681,Winter,Very Poor,Stay indoors
2023-01-01,Chennai,Tamil Nadu,405,97.4,148.0,51.7,32.3,0.52,59.4,18.2,58,11.8,61.5,36,90,1351,Autumn,Severe,Stay indoors
2025-04-12,Chandigarh,Chandigarh,392,25.2,160.5,52.2,25.0,0.39,164.5,20.6,69,16.5,19.9,57,28,15648,Monsoon,Very Poor,Stay indoors
2023-02-25,Hyderabad,Telangana,243,35.5,59.9,85.9,31.5,0.42,61.0,19.1,86,29.7,17.5,51,31,14592,Summer,Poor,Limit outdoor activity
2024-01-05,Pune,Maharashtra,412,118.8,116.8,63.0,42.3,2.21,15.1,15.7,33,7.7,99.6,21,43,6095,Monsoon,Severe,Stay indoors
2024-06-03,Pune,Maharashtra,395,63.7,212.8,101.0,33.6,0.25,133.8,13.9,49,7.2,70.9,55,92,18509,Summer,Very Poor,Stay indoors
2025-08-06,Patna,Bihar,95,115.5,73.5,111.6,8.4,0.52,28.2,18.9,93,14.7,20.4,68,14,1105,Monsoon,Satisfactory,Normal
2024-11-25,Ahmedabad,Gujarat,164,69.5,317.7,23.1,29.7,2.0,72.7,34.7,26,2.6,69.0,82,75,6910,Monsoon,Moderate,Sensitive groups caution
2024-05-08,Delhi,Delhi,104,165.4,146.6,114.0,8.6,1.59,151.7,27.6,48,16.5,49.8,63,34,28512,Monsoon,Moderate,Sensitive groups caution
2024-10-23,Chandigarh,Chandigarh,293,29.8,110.3,26.5,59.1,1.85,54.2,20.4,46,6.7,76.3,79,89,10771,Monsoon,Poor,Limit outdoor activity
2023-03-13,Ahmedabad,Gujarat,244,102.6,299.7,107.4,76.2,0.97,51.0,23.8,35,10.5,85.1,78,73,17115,Winter,Poor,Limit outdoor activity
2023-12-07,Lucknow,Uttar Pradesh,68,219.5,22.3,29.3,26.2,1.66,79.5,30.2,34,2.2,87.2,100,99,23843,Summer,Satisfactory,Normal
2024-12-13,Kolkata,West Bengal,268,162.5,93.8,101.3,12.9,2.73,144.0,23.9,28,13.6,51.3,73,92,7954,Monsoon,Poor,Limit outdoor activity
2023-10-05,Chandigarh,Chandigarh,318,20.0,155.9,15.5,55.2,2.22,47.4,37.8,70,27.3,105.1,90,46,25178,Autumn,Very Poor,Stay indoors
2023-02-17,Patna,Bihar,193,223.9,247.1,12.9,53.7,1.71,112.3,33.8,76,27.0,44.2,49,72,27360,Summer,Moderate,Sensitive groups caution
